Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
00:00.0,4.455,0.0224,8.1953,7.6498
30:00.0,4.4557,0.0226,8.1999,7.6745
00:00.0,4.3749,0.02,8.1912,7.6731
30:00.0,4.3749,0.02,8.1538,7.6756
00:00.0,4.3753,0.02,8.1442,7.6259
30:00.0,4.3749,0.02,8.145,7.6513
00:00.0,4.422,0.02,8.1587,7.652
30:00.0,4.422,0.02,8.1719,7.6992
00:00.0,4.422,0.02,8.1964,7.6778
30:00.0,4.4224,0.02,8.2241,7.725
00:00.0,4.6359,0.0225,8.2379,7.7511
30:00.0,4.6359,0.02,8.2381,7.7482
00:00.0,4.6367,0.0202,8.2486,7.6266
30:00.0,4.6367,0.02,8.253,7.7464
00:00.0,4.6442,0.02,8.2681,7.7471
30:00.0,4.6438,0.02,8.2483,7.7235
00:00.0,4.6434,0.02,8.2483,7.6008
30:00.0,4.6407,0.02,8.2626,7.7214
00:00.0,4.6045,0.02,8.2752,7.6967
30:00.0,4.6061,0.02,8.2629,7.6974
00:00.0,4.6045,0.0241,8.2469,7.648
30:00.0,4.6045,0.02,8.2392,7.6978
00:00.0,4.5943,0.02,8.2434,7.6981
30:00.0,4.5963,0.02,8.2893,7.7214
00:00.0,4.5802,0.02,8.3368,7.697
30:00.0,4.5971,0.0238,8.389,7.7468
00:00.0,4.9524,0.02,8.4346,7.7446
30:00.0,4.9532,0.02,8.4676,7.7203
00:00.0,4.9532,0.0237,8.5028,7.648
30:00.0,4.9528,0.02,8.5217,7.7471
00:00.0,5.1671,0.02,8.5297,7.7457
30:00.0,5.1663,0.02,8.5418,7.7214
00:00.0,5.1667,0.0227,8.5215,7.5968
30:00.0,5.1671,0.02,8.4973,7.6691
00:00.0,4.9214,0.02,8.4885,7.6466
30:00.0,4.9214,0.02,8.4879,7.623
00:00.0,4.921,0.02,8.4981,7.5249
30:00.0,4.921,0.02,8.4723,7.5474
00:00.0,4.9214,0.02,8.464,7.599
30:00.0,4.921,0.02,8.4888,7.5983
00:00.0,4.9214,0.0204,8.5061,7.5768
30:00.0,4.921,0.0214,8.4973,7.6498
00:00.0,5.3241,0.0238,8.4899,7.6251
30:00.0,5.3245,0.0212,8.45,7.6001
00:00.0,5.3261,0.02,8.4283,7.5053
30:00.0,5.3245,0.02,8.425,7.5761
00:00.0,4.9606,0.02,8.4091,7.603
30:00.0,4.9606,0.02,8.4124,7.6026
00:00.0,4.961,0.0235,8.392,7.5532
30:00.0,4.961,0.0232,8.4006,7.6527
00:00.0,4.8581,0.02,8.4074,7.6516
30:00.0,4.8578,0.02,8.3904,7.6041
00:00.0,4.8578,0.02,8.4008,7.554
30:00.0,4.8581,0.0215,8.4311,7.6048
00:00.0,4.826,0.02,8.4305,7.5783
30:00.0,4.826,0.0239,8.4382,7.579
00:00.0,4.826,0.0223,8.4399,7.5078
30:00.0,4.826,0.02,8.4486,7.6774
00:00.0,4.5174,0.02,8.4541,7.7028
30:00.0,4.5182,0.02,8.4822,7.7257
00:00.0,4.517,0.02,8.4893,7.6745
30:00.0,4.5174,0.02,8.5022,7.7994
00:00.0,4.8499,0.0232,8.5314,7.896
30:00.0,4.8503,0.02,8.5646,7.9716
00:00.0,4.8503,0.02,8.5921,7.8735
30:00.0,4.8499,0.02,8.6182,8.0438
00:00.0,5.0874,0.02,8.6457,8.07
30:00.0,5.0874,0.0235,8.6652,8.0914
00:00.0,5.0874,0.02,8.6789,7.9679
30:00.0,5.087,0.02,8.6842,8.1673
00:00.0,5.6253,0.02,8.6787,8.1404
30:00.0,5.6327,0.02,8.6751,8.1165
00:00.0,5.626,0.02,8.6556,7.9458
30:00.0,5.6315,0.02,8.6487,8.0438
00:00.0,5.9299,0.02,8.649,8.0202
30:00.0,5.9268,0.02,8.6487,7.9679
00:00.0,5.9303,0.02,8.6501,7.8474
30:00.0,5.9224,0.02,8.6462,7.9672
00:00.0,6.3696,0.0239,8.6149,7.896
30:00.0,6.3708,0.02,8.5861,7.7958
00:00.0,6.37,0.0232,8.5599,7.5757
30:00.0,6.3704,0.02,8.5602,7.7199
00:00.0,5.5793,0.02,8.5514,7.6949
30:00.0,5.5785,0.0218,8.5539,7.6713
00:00.0,5.5758,0.02,8.547,7.4759
30:00.0,5.577,0.02,8.5495,7.6219
00:00.0,5.2613,0.02,8.5638,7.6967
30:00.0,5.2617,0.02,8.5729,7.7228
00:00.0,5.2621,0.02,8.5737,7.5278
30:00.0,5.2621,0.02,8.5924,7.774
00:00.0,5.9111,0.024,8.5948,7.7479
30:00.0,5.9107,0.02,8.5899,7.7508
00:00.0,5.9111,0.02,8.577,7.579
30:00.0,5.9103,0.02,8.5676,7.6752
00:00.0,5.7289,0.0206,8.5462,7.6785
30:00.0,5.7285,0.023,8.549,7.6524
00:00.0,5.7293,0.02,8.5187,7.4824
30:00.0,5.7289,0.02,8.5135,7.6044
00:00.0,4.8738,0.02,8.4838,7.5587
30:00.0,4.8735,0.02,8.4421,7.5572
00:00.0,4.8731,0.02,8.4121,7.461
30:00.0,4.8735,0.02,8.4357,7.5834
00:00.0,4.4137,0.0241,8.4311,7.5558
30:00.0,4.413,0.02,8.4275,7.5325
00:00.0,4.4145,0.0239,8.3973,7.3611
30:00.0,4.4149,0.02,8.3973,7.5068
00:00.0,4.6442,0.02,8.3728,7.4813
30:00.0,4.6438,0.02,8.3472,7.433
00:00.0,4.6438,0.02,8.3167,7.2558
30:00.0,4.6438,0.0228,8.3011,7.3321
00:00.0,5.0961,0.02,8.2851,7.3299
30:00.0,5.0953,0.0239,8.2824,7.3284
00:00.0,5.0957,0.02,8.256,7.2061
30:00.0,5.0964,0.02,8.2604,7.2816
00:00.0,5.0403,0.02,8.2563,7.3059
30:00.0,5.0399,0.02,8.2659,7.3041
00:00.0,5.0403,0.0234,8.2469,7.2064
30:00.0,5.0395,0.02,8.2478,7.2536
00:00.0,4.771,0.02,8.2491,7.2555
30:00.0,4.7706,0.02,8.2417,7.2304
00:00.0,4.7706,0.02,8.2236,7.181
30:00.0,4.7706,0.02,8.2178,7.1313
00:00.0,4.3984,0.02,8.2129,7.1051
30:00.0,4.3984,0.023,8.2305,7.1291
00:00.0,4.3996,0.02,8.2621,7.1058
30:00.0,4.3984,0.02,8.3244,7.2772
00:00.0,4.5425,0.02,8.3915,7.3771
30:00.0,4.5398,0.0206,8.4404,7.4519
00:00.0,4.5409,0.02,8.5025,7.5006
30:00.0,4.5299,0.0235,8.5594,7.7479
00:00.0,5.469,0.022,8.5896,7.7958
30:00.0,5.4517,0.02,8.6078,7.8706
00:00.0,5.4576,0.02,8.608,7.7195
30:00.0,5.4557,0.02,8.6166,7.8721
00:00.0,5.3489,0.02,8.6358,7.8699
30:00.0,5.3508,0.0217,8.6493,7.9207
30:00.0,5.3493,0.02,8.6586,7.8971
00:00.0,5.3257,0.02,8.6608,7.9204
30:00.0,5.3249,0.02,8.6655,7.9236
00:00.0,5.3249,0.02,8.6476,8.0224
30:00.0,5.3257,0.02,8.6561,7.9222
00:00.0,5.3807,0.02,8.6605,7.9258
30:00.0,5.3807,0.02,8.6759,7.9505
00:00.0,5.3807,0.02,8.6193,7.4323
30:00.0,5.3803,0.02,8.6674,7.8009
00:00.0,5.3972,0.0233,8.6509,7.7777
30:00.0,5.3972,0.02,8.6144,7.7537
00:00.0,5.396,0.02,8.6347,7.9251
30:00.0,5.3964,0.02,8.6462,7.8786
00:00.0,4.8892,0.02,8.6561,7.7297
30:00.0,4.8896,0.02,8.6553,7.8521
00:00.0,4.8899,0.02,8.6517,7.6073
30:00.0,4.8888,0.02,8.6559,7.7286
00:00.0,4.7785,0.02,8.6657,7.6778
30:00.0,4.7777,0.02,8.6853,7.7239
00:00.0,4.7773,0.02,8.3679,7.6742
30:00.0,4.7788,0.02,8.6784,7.8488
00:00.0,4.8805,0.02,8.6707,7.823
30:00.0,4.8809,0.02,8.674,7.7965
00:00.0,4.8813,0.0228,8.6701,7.6745
30:00.0,4.8813,0.02,8.6726,7.8481
00:00.0,4.8495,0.02,8.6875,7.8481
30:00.0,4.8491,0.02,8.7204,7.8971
00:00.0,4.8487,0.02,8.7361,7.9432
30:00.0,4.8495,0.0235,8.7652,8.0184
00:00.0,5.6967,0.02,8.7737,8.0685
30:00.0,5.6963,0.02,8.7784,8.0191
00:00.0,5.6991,0.0241,8.7641,7.847
30:00.0,5.7006,0.02,8.7674,7.9447
00:00.0,5.7517,0.02,8.7622,7.896
30:00.0,5.7179,0.02,8.7581,7.8935
00:00.0,5.7497,0.0232,8.7361,7.7203
00:00.0,5.6311,0.0223,8.7342,7.7962
30:00.0,5.6249,0.02,8.7298,7.7682
00:00.0,5.6253,0.0202,8.7147,7.6219
30:00.0,5.6268,0.02,8.7149,7.6949
00:00.0,5.4981,0.02,8.6985,7.6455
30:00.0,5.4992,0.02,8.6888,7.5961
00:00.0,5.4984,0.02,8.6745,7.4752
30:00.0,5.4988,0.02,8.6831,7.5489
00:00.0,5.4733,0.02,8.6446,7.4494
30:00.0,5.4749,0.02,8.6303,7.3499
00:00.0,5.4749,0.02,8.6388,7.4984
30:00.0,5.4733,0.02,8.6825,7.5009
00:00.0,5.4038,0.02,8.6908,7.5253
30:00.0,5.4027,0.02,8.6888,7.5249
00:00.0,5.4007,0.02,8.6743,7.4272
30:00.0,5.4034,0.02,8.6743,7.5264
00:00.0,5.9217,0.0212,8.674,7.5031
30:00.0,5.9209,0.02,8.677,7.4766
00:00.0,5.9268,0.02,8.6704,7.3281
30:00.0,5.9268,0.02,8.6633,7.4788
00:00.0,5.7454,0.02,8.6581,7.4287
30:00.0,5.7438,0.02,8.6696,7.4781
00:00.0,5.7497,0.02,8.6652,7.2035
30:00.0,5.7497,0.02,8.6682,7.4762
00:00.0,5.902,0.02,8.6603,7.4773
30:00.0,5.8918,0.02,8.6627,7.4033
00:00.0,5.9024,0.02,8.6542,7.1796
30:00.0,5.9024,0.02,8.6578,7.4279
00:00.0,5.694,0.02,8.6528,7.4272
30:00.0,5.6975,0.02,8.649,7.3753
00:00.0,5.6834,0.02,8.6457,7.1527
30:00.0,5.6794,0.02,8.641,7.3506
00:00.0,5.5617,0.02,8.6308,7.3034
30:00.0,5.5754,0.02,8.6248,7.254
00:00.0,5.5581,0.02,8.6155,7.104
30:00.0,5.5617,0.022,8.6124,7.226
00:00.0,5.4588,0.02,8.6034,7.201
30:00.0,5.4596,0.0225,8.6001,7.1763
00:00.0,5.46,0.02,8.6006,6.9798
30:00.0,5.4592,0.02,8.6006,7.1033
00:00.0,5.6174,0.0241,8.5973,7.0761
30:00.0,5.6178,0.0211,8.5863,7.0786
00:00.0,5.6174,0.02,8.5729,6.8549
30:00.0,5.617,0.02,8.5687,7.0753
00:00.0,5.4262,0.02,8.5608,7.0024
30:00.0,5.4278,0.02,8.5575,6.978
00:00.0,5.4278,0.02,8.5545,6.7572
30:00.0,5.4282,0.0204,8.5432,6.9036
00:00.0,5.4121,0.02,8.5479,6.9021
30:00.0,5.4125,0.02,8.5523,6.9522
00:00.0,5.4117,0.02,8.5621,6.7801
30:00.0,5.4109,0.02,8.5583,6.949
00:00.0,5.3398,0.02,8.5495,6.949
30:00.0,5.3406,0.02,8.5404,6.9239
00:00.0,5.3453,0.02,8.5179,6.6563
30:00.0,5.3406,0.02,8.4915,6.8527
00:00.0,5.5232,0.02,8.4852,6.8771
30:00.0,5.5232,0.02,8.4948,6.8549
00:00.0,5.5228,0.02,8.4954,6.7329
30:00.0,5.5228,0.02,8.5099,6.953
00:00.0,5.4195,0.02,8.5253,7.0002
30:00.0,5.4191,0.02,8.5506,7.0002
00:00.0,5.4188,0.02,8.5632,6.8277
30:00.0,5.4195,0.02,8.5737,7.0005
00:00.0,5.3006,0.021,8.5627,6.9755
30:00.0,5.3002,0.02,8.5432,6.9025
00:00.0,5.3002,0.02,8.516,6.7554
30:00.0,5.3002,0.02,8.5055,6.8792
00:00.0,5.4513,0.02,8.4852,6.8299
30:00.0,5.4506,0.02,8.4767,6.8299
00:00.0,5.4502,0.02,8.4574,6.6316
30:00.0,5.4506,0.02,8.4706,6.8026
00:00.0,5.7207,0.0234,8.4767,6.754
30:00.0,5.7195,0.02,8.477,6.8778
00:00.0,5.7203,0.02,8.4572,6.6821
30:00.0,5.7199,0.02,8.4522,6.8535
00:00.0,5.546,0.0237,8.4118,6.8546
30:00.0,5.5467,0.02,8.3508,6.8266
00:00.0,5.5463,0.0221,8.3313,6.6802
30:00.0,5.5467,0.02,8.3423,6.8785
00:00.0,5.5079,0.02,8.3357,6.8782
30:00.0,5.5067,0.02,8.3269,6.8277
00:00.0,5.5079,0.0226,8.3269,6.6062
30:00.0,5.5067,0.02,8.336,6.8527
00:00.0,5.2225,0.02,8.3338,6.876
30:00.0,5.2217,0.02,8.3074,6.803
00:00.0,5.2229,0.02,8.3079,6.6552
30:00.0,5.2221,0.02,8.3099,6.803
00:00.0,5.087,0.02,8.3036,6.7797
30:00.0,5.0874,0.02,8.2948,6.7772
00:00.0,5.0878,0.02,8.2931,6.6309
30:00.0,5.0874,0.0239,8.295,6.7075
00:00.0,4.921,0.02,8.3189,6.6309
00:00.0,4.921,0.02,8.3225,6.6319
30:00.0,4.9214,0.02,8.3319,6.4809
00:00.0,5.2786,0.0231,8.3503,6.5826
30:00.0,5.2774,0.02,8.3948,6.6054
00:00.0,5.2609,0.02,8.4267,6.6298
30:00.0,5.2802,0.02,8.4357,6.6323
00:00.0,4.7239,0.02,8.4316,6.706
30:00.0,4.7231,0.02,8.4269,6.7068
00:00.0,4.7235,0.02,8.3984,6.6777
00:00.0,4.5794,0.02,8.4077,6.5579
30:00.0,4.5806,0.02,8.4322,6.6788
00:00.0,4.581,0.02,8.4423,6.6792
30:00.0,4.5806,0.02,8.4539,6.5844
00:00.0,4.8892,0.02,8.4443,6.7078
30:00.0,4.8892,0.02,8.4525,6.7569
00:00.0,4.8892,0.02,8.4583,6.7344
30:00.0,4.8892,0.02,8.4846,6.6599
00:00.0,4.8892,0.02,8.4846,6.7856
30:00.0,4.8899,0.02,8.4838,6.7848
00:00.0,4.8896,0.02,8.4651,6.8113
30:00.0,4.8896,0.02,8.4789,6.6882
00:00.0,4.676,0.02,8.489,6.7634
30:00.0,4.6756,0.02,8.4841,6.7601
00:00.0,4.6752,0.02,8.4552,6.7362
30:00.0,4.676,0.0226,8.4737,6.6396
00:00.0,4.6273,0.02,8.4756,6.7376
30:00.0,4.6285,0.02,8.4693,6.7118
00:00.0,4.6277,0.02,8.4434,6.7391
30:00.0,4.6277,0.0239,8.4497,6.5637
00:00.0,4.5488,0.02,8.4305,6.7097
30:00.0,4.5519,0.02,8.4192,6.6367
00:00.0,4.5488,0.02,8.3997,6.6102
30:00.0,4.5433,0.02,8.4058,6.5099
00:00.0,4.4137,0.0226,8.411,6.584
30:00.0,4.4141,0.02,8.4148,6.5847
00:00.0,4.4,0.0215,8.3937,6.5372
30:00.0,4.4169,0.02,8.4146,6.4115
00:00.0,4.5095,0.02,8.4184,6.5626
30:00.0,4.5103,0.02,8.408,6.5375
00:00.0,4.5095,0.02,8.3657,6.5372
30:00.0,4.5087,0.02,8.3621,6.4638
00:00.0,4.303,0.02,8.3758,6.5128
30:00.0,4.3034,0.02,8.3854,6.559
00:00.0,4.3038,0.02,8.3714,6.4881
30:00.0,4.2999,0.02,8.4151,6.4362
00:00.0,4.4063,0.02,8.4473,6.5586
30:00.0,4.4047,0.0228,8.4841,6.6345
00:00.0,4.4059,0.02,8.5058,6.6832
30:00.0,4.4071,0.02,8.5217,6.6367
00:00.0,4.6356,0.0236,8.5275,6.7605
30:00.0,4.6356,0.02,8.5179,6.7841
00:00.0,4.6356,0.02,8.4792,6.734
30:00.0,4.6356,0.0237,8.4731,6.5099
00:00.0,4.707,0.02,8.4739,6.5833
30:00.0,4.7074,0.02,8.4833,6.5608
00:00.0,4.7086,0.02,8.4866,6.5615
30:00.0,4.7078,0.02,8.5303,6.5862
00:00.0,4.7467,0.02,8.5311,6.7354
30:00.0,4.7408,0.02,8.5314,6.7605
00:00.0,4.7467,0.02,8.516,6.7605
30:00.0,4.7467,0.02,8.5358,6.6592
00:00.0,4.747,0.02,8.5319,6.7612
30:00.0,4.7474,0.02,8.5226,6.7623
00:00.0,4.7467,0.02,8.5036,6.9588
30:00.0,4.747,0.02,8.5176,6.8095
00:00.0,4.7702,0.02,8.5184,6.9108
30:00.0,4.7702,0.0219,8.5242,6.9112
00:00.0,4.7714,0.02,8.4984,6.8865
30:00.0,4.771,0.02,8.5174,6.7652
00:00.0,4.4856,0.02,8.5193,6.8633
30:00.0,4.4852,0.02,8.5088,6.8375
00:00.0,4.4852,0.02,8.4814,6.8368
30:00.0,4.4848,0.02,8.5055,6.7155
00:00.0,4.4455,0.02,8.4945,6.7645
30:00.0,4.4451,0.02,8.4857,6.7166
00:00.0,4.4455,0.02,8.4555,6.6904
30:00.0,4.4451,0.02,8.4646,6.5651
00:00.0,4.6202,0.02,8.4536,6.6407
30:00.0,4.6202,0.02,8.4399,6.5909
00:00.0,4.6206,0.02,8.4058,6.5139
30:00.0,4.6202,0.0216,8.4143,6.3418
00:00.0,5.0391,0.0237,8.4151,6.3894
30:00.0,5.0399,0.02,8.4247,6.4119
00:00.0,5.0407,0.02,8.4335,6.4144
30:00.0,5.0399,0.02,8.469,6.3647
00:00.0,5.3646,0.02,8.4822,6.3857
30:00.0,5.3701,0.02,8.4937,6.4878
00:00.0,5.3642,0.02,8.4789,6.5608
30:00.0,5.3638,0.02,8.4731,6.6098
00:00.0,4.8888,0.02,8.4583,6.7347
30:00.0,4.8892,0.0212,8.4462,6.7816
00:00.0,4.8896,0.02,8.4319,6.783
30:00.0,4.8896,0.02,8.4473,6.6327
00:00.0,4.8095,0.02,8.4415,6.807
30:00.0,4.8103,0.02,8.4278,6.7808
00:00.0,4.8103,0.02,8.4173,6.7797
30:00.0,4.8095,0.0234,8.4212,6.6832
00:00.0,4.762,0.02,8.4165,6.7801
30:00.0,4.7624,0.02,8.4069,6.7565
00:00.0,4.7624,0.02,8.3978,6.7565
30:00.0,4.7631,0.02,8.4072,6.5807
00:00.0,4.888,0.02,8.4135,6.7053
30:00.0,4.8896,0.02,8.4357,6.6548
00:00.0,4.8896,0.02,8.4396,6.6076
30:00.0,4.8888,0.02,8.4561,6.5078
00:00.0,4.9445,0.0232,8.4679,6.5793
30:00.0,4.9441,0.02,8.4726,6.6301
00:00.0,4.9449,0.02,8.4616,6.6548
30:00.0,4.9441,0.02,8.4816,6.5837
00:00.0,5.0548,0.0234,8.4781,6.7093
30:00.0,5.0556,0.02,8.4723,6.7336
00:00.0,5.0556,0.02,8.4476,6.7093
30:00.0,5.0564,0.02,8.4679,6.5619
00:00.0,4.7545,0.02,8.4594,6.6875
30:00.0,4.7549,0.0205,8.4445,6.6893
00:00.0,4.7553,0.02,8.4198,6.6407
30:00.0,4.7545,0.02,8.4407,6.5404
00:00.0,4.6988,0.02,8.4363,6.6646
30:00.0,4.6984,0.02,8.4407,6.5898
00:00.0,4.6995,0.02,8.414,6.6134
30:00.0,4.6988,0.023,8.4297,6.5401
00:00.0,4.8648,0.02,8.433,6.5379
30:00.0,4.8644,0.02,8.4404,6.5143
00:00.0,4.8644,0.02,8.4102,6.5393
30:00.0,4.8648,0.02,8.4253,6.3149
00:00.0,4.9755,0.02,8.419,6.3374
30:00.0,4.9751,0.02,8.4198,6.4863
00:00.0,4.9751,0.02,8.4091,6.5368
30:00.0,4.9755,0.02,8.4041,6.6094
00:00.0,5.0548,0.02,8.3882,6.6857
30:00.0,5.0552,0.02,8.4099,6.5354
00:00.0,5.0548,0.02,8.4245,6.71
30:00.0,5.0552,0.02,8.4245,6.7329
00:00.0,5.0317,0.0229,8.4025,6.7097
30:00.0,5.0313,0.023,8.3893,6.7325
00:00.0,5.0313,0.02,8.367,6.7347
30:00.0,5.0309,0.02,8.3813,6.6094
00:00.0,5.0073,0.02,8.3695,6.7333
30:00.0,5.0081,0.02,8.3646,6.7565
00:00.0,5.0077,0.02,8.3363,6.7082
30:00.0,5.0081,0.02,8.3599,6.5851
00:00.0,4.9292,0.02,8.345,6.6842
30:00.0,4.928,0.02,8.3288,6.6345
00:00.0,4.9284,0.02,8.2906,6.5837
30:00.0,4.9284,0.02,8.3055,6.5096
00:00.0,4.8805,0.02,8.281,6.5332
30:00.0,4.8809,0.02,8.2659,6.5092
00:00.0,4.8809,0.02,8.2307,6.5067
30:00.0,4.8805,0.02,8.2458,6.3338
00:00.0,4.9049,0.02,8.2398,6.3331
30:00.0,4.9045,0.02,8.2516,6.584
00:00.0,4.9053,0.02,8.2272,6.5833
30:00.0,4.9053,0.02,8.2351,6.4097
00:00.0,4.8413,0.02,8.2338,6.5593
30:00.0,4.8413,0.02,8.2266,6.5085
00:00.0,4.8413,0.02,8.2074,6.5357
30:00.0,4.8409,0.02,8.2434,6.5361
00:00.0,4.9516,0.02,8.2483,6.6359
30:00.0,4.9516,0.02,8.2373,6.6102
00:00.0,4.9516,0.02,8.2118,6.5876
30:00.0,4.952,0.0239,8.2373,6.5869
00:00.0,4.8173,0.02,8.2439,6.6374
30:00.0,4.8173,0.02,8.248,6.564
00:00.0,4.8177,0.0215,8.228,6.5375
30:00.0,4.8173,0.02,8.2423,6.564
00:00.0,4.6752,0.02,8.2285,6.5637
30:00.0,4.674,0.0208,8.225,6.5622
00:00.0,4.6744,0.02,8.1873,6.4881
30:00.0,4.6748,0.02,8.2175,6.4889
00:00.0,4.6823,0.02,8.2137,6.49
30:00.0,4.6819,0.02,8.2057,6.5128
00:00.0,4.6823,0.02,8.1675,6.4881
30:00.0,4.6819,0.02,8.1837,6.4155
00:00.0,4.6819,0.02,8.178,6.3897
30:00.0,4.6823,0.02,8.192,6.4398
00:00.0,4.6827,0.0215,8.1557,6.3135
30:00.0,4.6827,0.02,8.1988,6.3879
00:00.0,4.5653,0.02,8.1934,6.4627
30:00.0,4.5641,0.02,8.2181,6.3861
00:00.0,4.5641,0.02,8.2318,6.4377
30:00.0,4.568,0.02,8.2692,6.4355
00:00.0,4.6988,0.02,8.2791,6.4856
30:00.0,4.6984,0.02,8.275,6.4627
00:00.0,4.6992,0.02,8.2497,6.5088
30:00.0,4.6984,0.02,8.253,6.4867
00:00.0,4.4031,0.02,8.2365,6.5354
30:00.0,4.4063,0.02,8.2222,6.486
00:00.0,4.4059,0.02,8.181,6.438
30:00.0,4.3969,0.02,8.2027,6.4351
00:00.0,4.5877,0.02,8.1876,6.4126
30:00.0,4.5884,0.02,8.1749,6.4355
00:00.0,4.5869,0.02,8.1345,6.3378
30:00.0,4.5884,0.0236,8.1417,6.3865
00:00.0,4.4051,0.02,8.1351,6.3393
30:00.0,4.4059,0.02,8.1233,6.287
00:00.0,4.4063,0.0207,8.0854,6.2899
30:00.0,4.4059,0.02,8.1126,6.2652
00:00.0,4.4773,0.023,8.1087,6.2637
30:00.0,4.4769,0.0228,8.1018,6.2866
00:00.0,4.4766,0.02,8.0581,6.2376
30:00.0,4.4766,0.02,8.0878,6.2394
00:00.0,4.548,0.02,8.0796,6.2615
30:00.0,4.5484,0.02,8.1145,6.2379
00:00.0,4.546,0.0235,8.1444,6.2615
30:00.0,4.5484,0.02,8.1865,6.3378
00:00.0,4.8177,0.02,8.1942,6.2626
30:00.0,4.8169,0.0218,8.1925,6.316
00:00.0,4.8181,0.02,8.1865,6.2666
30:00.0,4.8181,0.02,8.2434,6.8389
00:00.0,4.6905,0.02,8.2722,6.9108
30:00.0,4.6909,0.02,8.292,6.9112
00:00.0,4.6913,0.02,8.2741,6.9127
30:00.0,4.6909,0.0245,8.2945,6.8171
00:00.0,4.612,0.02,8.2708,6.9116
30:00.0,4.6104,0.02,8.242,6.8891
00:00.0,4.6116,0.02,8.1986,6.84
30:00.0,4.6116,0.02,8.2261,6.7659
00:00.0,4.4766,0.02,8.2068,6.8426
30:00.0,4.4766,0.02,8.1846,6.8179
00:00.0,4.4766,0.02,8.1453,6.7906
30:00.0,4.4758,0.02,8.1628,6.6937
00:00.0,4.4373,0.02,8.1477,6.7939
30:00.0,4.4365,0.02,8.1192,6.7928
00:00.0,4.4365,0.02,8.0628,6.7427
30:00.0,4.4377,0.02,8.09,6.6181
00:00.0,4.2626,0.02,8.0884,6.7166
30:00.0,4.263,0.02,8.0664,6.7394
00:00.0,4.2638,0.02,8.0315,6.7634
30:00.0,4.2634,0.0242,8.0848,6.5637
00:00.0,4.2237,0.02,8.1326,6.8629
30:00.0,4.2237,0.02,8.1466,6.9599
00:00.0,4.2237,0.0202,8.1373,6.9849
30:00.0,4.2233,0.02,8.1667,6.7896
00:00.0,4.3262,0.0202,8.1686,6.9835
30:00.0,4.3262,0.02,8.1497,6.9827
00:00.0,4.327,0.0221,8.1098,6.8832
30:00.0,4.3258,0.02,8.1021,6.7896
00:00.0,4.3498,0.02,8.0925,6.7881
30:00.0,4.3498,0.02,8.0735,6.7118
00:00.0,4.3498,0.02,8.0304,6.7144
30:00.0,4.3501,0.02,8.0452,6.5128
00:00.0,4.3666,0.02,8.0235,6.6871
30:00.0,4.3666,0.0207,8.0087,6.6403
00:00.0,4.3674,0.0215,7.985,6.6156
30:00.0,4.3658,0.02,8.0059,6.4918
00:00.0,4.2155,0.02,8.0046,6.6142
30:00.0,4.2159,0.02,8.0183,6.6123
00:00.0,4.2159,0.02,8.0062,6.6152
30:00.0,4.2171,0.02,8.0417,6.4649
00:00.0,4.2701,0.02,8.0587,6.5869
30:00.0,4.2712,0.02,8.0722,6.5887
00:00.0,4.272,0.02,8.0628,6.6399
30:00.0,4.2708,0.02,8.1027,6.5168
00:00.0,4.413,0.02,8.1211,6.6882
30:00.0,4.4137,0.0215,8.1263,6.6142
00:00.0,4.4137,0.02,8.1164,6.6385
30:00.0,4.4134,0.02,8.1263,6.6882
00:00.0,3.7962,0.02,8.1123,6.7394
30:00.0,3.795,0.0237,8.0985,6.7158
00:00.0,3.7966,0.02,8.059,6.6901
30:00.0,3.7962,0.02,8.1079,6.5931
00:00.0,3.3773,0.02,8.1128,6.7158
30:00.0,3.3769,0.02,8.0834,6.6933
00:00.0,3.3761,0.02,8.0329,6.6911
30:00.0,3.3765,0.0237,8.0532,6.5695
00:00.0,3.1229,0.0235,8.068,6.7667
30:00.0,3.1221,0.02,8.1225,6.8157
00:00.0,3.1233,0.02,8.1208,6.8411
30:00.0,3.1229,0.02,8.1653,6.7191
00:00.0,3.5422,0.0221,8.1793,6.937
30:00.0,3.5426,0.02,8.1785,6.9871
00:00.0,3.543,0.02,8.1433,7.01
30:00.0,3.5422,0.02,8.14,6.8382
00:00.0,4.3584,0.02,8.1252,7.0325
30:00.0,4.358,0.0235,8.1247,7.0067
00:00.0,4.358,0.02,8.1109,6.9323
30:00.0,4.3588,0.02,8.0988,6.7601
00:00.0,4.5009,0.02,8.0991,6.9065
30:00.0,4.5009,0.02,8.0985,6.9054
00:00.0,4.5013,0.02,8.1543,6.8575
30:00.0,4.5009,0.02,8.2074,6.7351
00:00.0,4.6132,0.02,8.203,6.8818
00:00.0,4.6195,0.02,8.0859,6.8081
30:00.0,4.6195,0.02,8.0568,6.5346
00:00.0,4.5005,0.02,8.0334,6.6828
30:00.0,4.5005,0.02,8.0048,6.6559
00:00.0,4.5009,0.02,7.9829,6.681
30:00.0,4.5013,0.02,7.9829,6.5571
00:00.0,4.168,0.02,7.9853,6.6585
30:00.0,4.1676,0.02,7.9746,6.6566
00:00.0,4.1692,0.02,7.9458,6.6574
30:00.0,4.1688,0.02,7.9339,6.5568
00:00.0,4.1593,0.02,7.9106,6.6817
30:00.0,4.1597,0.0234,7.91,6.657
00:00.0,4.1554,0.02,7.9169,6.6828
30:00.0,4.1609,0.02,7.9595,6.6367
